position,salary,company_name,city,experience,education,company_type,company_scale
Java高级开发工程师,1.6-3万/月,广州蜚美网络技术有限公司,广州-天河区,无工作经验,本科,创业公司,50-150人
Java高级开发工程师,1.2-1.8万/月,广州知酷文化传播有限公司,广州-天河区,5-7年经验,大专,民营公司,50-150人
Java高级开发工程师,20-30万/年,广州德峰企业管理有限公司,广州-天河区,5-7年经验,本科,合资,50-150人
JAVA软件工程师,10-20万/年,上海宝信软件股份有限公司宁波分公司,宁波-海曙区,2年经验,本科,国企,50-150人
Java后台开发工程师,4-9千/月,湖州织里韩衣童社服饰有限公司,湖州,无工作经验,招若干人,民营公司,150-500人
Java开发工程师,0.6-1万/月,西安大市道网络科技有限责任公司,西安-未央区,3-4年经验,本科,民营公司,少于50人
高级Java,1.5-2.5万/月,广州市驴迹科技有限责任公司,广州-天河区,5-7年经验,大专,民营公司,150-500人
高级Java工程师-ERP方向,1.5-2万/月,深圳市华创恒达科技有限公司,武汉-江夏区,3-4年经验,本科,民营公司,150-500人
Java应届毕业生,4-6千/月,常宁（常州）数据产业研究院有限公司,南京,无工作经验,本科,民营公司,50-150人
高级java开发（偏中间件、微服务）,3-4万/月,上海鱼泡泡信息科技有限公司,上海-徐汇区,5-7年经验,招2人,民营公司,500-1000人
高级Java开发工程师/工作地点：广州,1-1.5万/月,楼盘网,广州-越秀区,2年经验,大专,民营公司,500-1000人
Java高级开发工程师,1.5-2万/月,广州慧更思通信科技有限公司,广州-黄埔区,3-4年经验,本科,民营公司,50-150人
Java开发工程师,6-8千/月,深圳金亚太科技有限公司,合肥-高新区,无工作经验,招2人,民营公司,150-500人
Java开发工程师,6-8千/月,福建省天正信息资讯工程有限公司,福州-鼓楼区,无工作经验,招2人,民营公司,50-150人
Java高级开发工程师,1.5-2万/月,深圳京柏医疗科技股份有限公司,北京-朝阳区,5-7年经验,本科,合资,500-1000人
产品经理\java开发工程师,1-1.5万/月,广州吻途国际旅行社股份有限公司,广州-番禺区,2年经验,大专,民营公司,150-500人
Java中级开发工程师,0.8-1.4万/月,广州市智蓝电子商务有限公司,广州-白云区,5-7年经验,招若干人,民营公司,150-500人
Java开发工程师,0.8-1.5万/月,深圳市嘉立创科技发展有限公司,深圳-福田区,2年经验,大专,民营公司,1000-5000人
Java游戏服务端,1-1.5万/月,上海赐麓网络科技有限公司广州分公司,广州-天河区,无工作经验,招若干人,民营公司,150-500人
Java中级开发工程师,0.9-1.2万/月,深圳市筷云信息科技股份有限公司,深圳-罗湖区,3-4年经验,大专,民营公司,50-150人
Java开发工程师,4.5-8千/月,无锡新航信息科技有限公司,无锡-滨湖区,1年经验,本科,民营公司,少于50人
Java开发/Java开发工程师,0.8-1万/月,国衡智慧城市科技研究院（北京）有限公司,北京,2年经验,大专,民营公司,少于50人
JAVA开发工程师 (职位编号：00006),500元/天,深圳市禾久木科技有限公司,广州-天河区,1年经验,硕士,民营公司,少于50人
Java开发工程师 跨境电商ERP开发,1-1.5万/月,深圳市吉星时代科技有限公司,深圳-龙华新区,2年经验,本科,民营公司,少于50人
Java高级开发工程师,2.5-3.5万/月,深圳标普云科技有限公司,深圳-南山区,8-9年经验,本科,创业公司,150-500人
Java高级开发工程师,1.5-3万/月,深圳秀蛋科技有限公司,深圳-南山区,8-9年经验,大专,民营公司,少于50人
Java开发工程师,1-2万/月,深圳市对庄科技有限公司,广州-荔湾区,2年经验,大专,民营公司,50-150人
Java开发工程师,1-2万/月,上海网罗电子科技有限公司,上海-浦东新区,无工作经验,本科,民营公司,50-150人
JAVA WEB开发工程师,0.6-1.2万/月,成都虚谷伟业科技有限公司,成都-锦江区,2年经验,本科,民营公司,50-150人
Java开发工程师,1.2-1.6万/月,深圳市基克纳科技有限公司,深圳,3-4年经验,大专,民营公司,1000-5000人
JAVA工程师,2.5-3万/月,上海众引文化传播股份有限公司,上海,3-4年经验,招1人,上市公司,150-500人
Java高级开发工程师,1.2-2万/月,上海盖诺电子有限公司,上海-徐汇区,5-7年经验,本科,民营公司,50-150人
Java系统架构师,1-1.5万/月,江西省开物科技有限公司,南昌,3-4年经验,招1人,民营公司,少于50人
Java开发工程师,1.2-1.5万/月,深圳市零成本科技股份有限公司,深圳-罗湖区,无工作经验,招若干人,民营公司,150-500人
Java开发工程师,6-8千/月,山东东道智能科技有限公司,淄博,1年经验,大专,民营公司,少于50人
Java开发工程师,4.5-6千/月,湖北诚佰网络科技有限公司,襄阳,3-4年经验,大专,民营公司,少于50人
JAVA架构师 (职位编号：012542),40-60万/年,新城控股集团股份有限公司,上海-普陀区,5-7年经验,本科,上市公司,10000人以上
Java高级开发工程师-新零售,1.5-2万/月,深圳市远望谷信息技术股份有限公司,深圳-南山区,5-7年经验,本科,上市公司,500-1000人
Java开发工程师,1.5-2.5万/月,深圳市谷咖企业管理咨询有限公司,广州-黄埔区,3-4年经验,本科,民营公司,少于50人
Java高级/资深开发工程师,1.8-3.5万/月,深圳市滕信兄弟技术有限公司,深圳-南山区,3-4年经验,本科,民营公司,少于50人
Java高级开发工程师,1.5-2万/月,浙江扳手科技有限公司,宁波-高新区,5-7年经验,大专,民营公司,50-150人
Java中级开发工程师,1-1.5万/月,广州市安屯尼电子科技有限公司,广州-番禺区,3-4年经验,大专,民营公司,150-500人
Java技术主管（广告投放平台）,2.5-4万/月,上海益玩网络科技有限公司广州分公司,广州,8-9年经验,大专,民营公司,150-500人
Java开发工程师,4.5-8千/月,武汉舜通智能科技有限公司,武汉,2年经验,大专,民营公司,50-150人
Java开发工程师,0.8-1万/月,长沙万为机器人有限公司,长沙,3-4年经验,本科,民营公司,50-150人
Java高级软件工程师,1.5-2万/月,前海极智佳物流（深圳）有限公司,深圳-龙岗区,无工作经验,大专,民营公司,50-150人
Java开发工程师,4-8千/月,湖北盛世星汇科技有限公司,襄阳,无工作经验,大专,民营公司,少于50人
.Java开发工程师,1.5-2.5万/月,广东数夫家具软件有限公司,东莞,3-4年经验,大专,合资,150-500人
Java高级开发工程师,1.5-3万/月,小蝌蚪众创电商科技（广州）有限公司,广州-白云区,5-7年经验,本科,民营公司,150-500人
JAVA高级资深开发工程师,1.8-2.5万/月,广州小鹏汽车科技有限公司,广州-天河区,5-7年经验,本科,民营公司,1000-5000人
Java开发工程师,0.5-1万/月,武汉高起企业管理咨询有限公司,武汉,2年经验,大专,民营公司,150-500人
Java开发工程师,1-1.5万/月,深圳泰首智能技术有限公司,深圳-南山区,3-4年经验,本科,民营公司,50-150人
高级Java研发工程师,1.4-2万/月,武汉研锶信息科技有限公司,武汉-东湖新技术产业开发区,3-4年经验,本科,民营公司,50-150人
Java服务器开发工程师,1-1.5万/月,广州壹零软件技术有限公司,广州-天河区,5-7年经验,大专,民营公司,50-150人
gis开发工程师（for java）,1-2万/月,北京三正科技股份有限公司,北京-海淀区,无工作经验,本科,民营公司,50-150人
Java开发工程师/爬虫/采集,0.6-1万/月,深圳市博览天下票务服务有限公司,常德,2年经验,大专,民营公司,150-500人
Java开发工程师,1.4-1.8万/月,海通安恒科技有限公司,广州-天河区,8-9年经验,大专,民营公司,1000-5000人
Java初级开发工程师,4.5-6千/月,武汉崧岳科技有限公司,武汉-东湖新技术产业开发区,1年经验,本科,民营公司,少于50人
Java开发实习生双休N,4.5-6千/月,河北臻龙科技有限公司,石家庄,无工作经验,招5人,民营公司,50-150人
JAVA开发工程师-智慧医疗事业部-合肥,1-1.5万/月,科大讯飞股份有限公司,合肥-高新区,3-4年经验,本科,上市公司,1000-5000人
高级Java开发工程师,18-30万/年,青岛民航凯亚系统集成有限公司,青岛-城阳区,无工作经验,本科,国企,150-500人
JAVA后端工程师,1-1.5万/月,常州市勇阳信息技术有限公司,常州-新北区,2年经验,大专,民营公司,少于50人
Java高级开发工程师,15-20万/年,常州维格电子有限公司,常州,3-4年经验,本科,民营公司,50-150人
JAVA 项目经理,0.8-1万/月,宁波杉工智能安全科技股份有限公司,宁波-海曙区,1年经验,本科,民营公司,50-150人
Java开发中级工程师,0.8-1万/月,北京银丰新融科技开发有限公司,佛山,无工作经验,招2人,外资（欧美）,500-1000人
java高级开发工程师,0.7-1.2万/月,江苏行运兔互联网科技有限公司,常州,3-4年经验,本科,民营公司,少于50人
Java开发工程师（中级）,0.8-1.1万/月,成都联客信息技术有限公司,成都-锦江区,3-4年经验,本科,外资（非欧美）,50-150人
JAVA软件工程师,1-1.5万/月,积成电子股份有限公司,济南,3-4年经验,本科,上市公司,1000-5000人
Java高级开发工程师,2-4万/月,深圳乐播科技有限公司,深圳-南山区,5-7年经验,大专,民营公司,50-150人
资深Java架构师,2.5-3.5万/月,上海数享信息技术有限公司,上海,8-9年经验,本科,民营公司,50-150人
Java高级开发工程师,1.5-1.8万/月,深圳市开工科技有限公司,深圳-宝安区,3-4年经验,本科,民营公司,少于50人
Java开发工程师,1-1.5万/月,雨润控股集团有限公司,南京-建邺区,3-4年经验,大专,民营公司,10000人以上
Java开发工程师,1-1.5万/月,广东科凯达智能机器人有限公司,佛山,无工作经验,本科,民营公司,50-150人
Java高级开发工程师,1.8-2.5万/月,广东放假国际旅游股份有限公司,深圳-福田区,5-7年经验,招1人,民营公司,50-150人
Java开发工程师-后端,7-10万/年,常州奥腾国际贸易有限公司,常州-新北区,3-4年经验,本科,外资（欧美）,50-150人
Java开发工程师（上饶）,4-8千/月,盛辉物流集团有限公司,上饶,无工作经验,招2人,民营公司,5000-10000人
Java开发工程师,0.8-1.5万/月,深圳市小猫信息技术有限公司,深圳-南山区,2年经验,本科,民营公司,50-150人
Java高级开发工程师,1.5-2万/月,上海赞心数码科技有限公司,无锡-惠山区,3-4年经验,本科,民营公司,50-150人
Java开发工程师（985/211大学优先） (职位编号：1),1-1.5万/月,上海顺舟智能科技股份有限公司,上海-浦东新区,无工作经验,本科,上市公司,150-500人
高级JAVA开发工程师,1-1.5万/月,杭州得体科技有限公司,杭州-江干区,无工作经验,招2人,民营公司,150-500人
Java工程师,1.5-2.5万/月,深圳市多尼卡电子技术有限公司,深圳,5-7年经验,本科,民营公司,50-150人
Java中级开发工程师,0.8-1.5万/月,武汉一号车市科技有限公司,武汉-武汉经济开发区,3-4年经验,本科,民营公司,50-150人
Java开发工程师,1-2万/月,湖南京三网络科技有限公司,长沙-岳麓区,2年经验,招6人,创业公司,50-150人
主管Java开发工程师,1.5-2.5万/月,深圳市金证前海金融科技有限公司,深圳-南山区,3-4年经验,本科,上市公司,150-500人
Java开发专家,0.8-1.5万/月,福建省劲翔知识产权代理有限责任公司,泉州,3-4年经验,本科,民营公司,150-500人
Java开发工程师 (职位编号：004750),1-1.5万/月,卓越教育集团-广州高中部,广州-越秀区,无工作经验,本科,民营公司,5000-10000人
Java开发工程师,1.5-2万/月,金色大田科技有限公司,北京-海淀区,3-4年经验,本科,民营公司,150-500人
Java开发工程师（项目经理）,0.6-1万/月,中山市华欣世纪网络科技有限公司,中山,3-4年经验,大专,民营公司,50-150人
Java开发工程师,5-8千/月,黑龙江俄速通科技企业孵化器有限责任公司,哈尔滨-平房区,2年经验,大专,民营公司,50-150人
Java开发工程师,1-1.5万/月,江西伦比新材料科技有限公司,南昌-红谷滩新区,3-4年经验,大专,民营公司,50-150人
java后端研发工程师,0.8-1.5万/月,深圳曼顿科技有限公司,深圳-宝安区,3-4年经验,本科,民营公司,150-500人
Java架构师,1.2-2万/月,湖南华邦互联网科技有限公司,长沙-天心区,5-7年经验,大专,创业公司,50-150人
JAVA资深后端工程师,1.5-2.5万/月,万亿运营（深圳）科技有限责任公司,深圳-宝安区,3-4年经验,本科,民营公司,50-150人
Java后台开发工程师,1.5-2万/月,杭州上宇翰舍贸易有限公司,杭州-余杭区,3-4年经验,大专,民营公司,50-150人
JAVA软件开发工程师,1-1.5万/月,浙江兆弟控股有限公司,杭州-下城区,3-4年经验,本科,民营公司,1000-5000人
Java工程师,0.6-1万/月,惠州市特创电子科技有限公司,惠州,1年经验,大专,民营公司,1000-5000人
Java高级开发工程师,1.8-2.5万/月,杭州逐一科技有限公司,杭州-富阳区,5-7年经验,本科,民营公司,少于50人
Java高级开发工程师,1.5-2万/月,深圳市爱能森新能源互联网科技有限公司,南京-雨花台区,5-7年经验,本科,民营公司,少于50人
Java开发工程师,6-8千/月,杭州云动智能汽车技术有限公司,杭州-余杭区,2年经验,本科,民营公司,50-150人
Java开发工程师,0.8-1.2万/月,合肥拓思信息科技有限公司,合肥,2年经验,招若干人,民营公司,50-150人
Java开发工程师,0.8-1万/月,无锡市车同轨科技有限公司,无锡-梁溪区,2年经验,本科,民营公司,50-150人
