,position,salary,company_name,city,experience,education,welfare,company_type,company_scale,company_major,_id
4873,Java开发工程师,1-2万/月,西安盛道企业咨询有限公司,西安,5-7年经验,本科,"五险一金,餐饮补贴,通讯补贴,交通补贴",民营公司,少于50人,专业服务(咨询、人力资源、财会),5dc8f9595955fa04c54ba97d
4874,Java中级开发工程师,1-1.5万/月,深圳市天泰国际航空旅行社有限公司,深圳,3-4年经验,大专,"五险一金,周末双休,绩效奖金,全勤奖,包住宿,节日福利,专业培训,季度奖,定期体检,年终奖金",民营公司,150-500人,互联网/电子商务,5dc8f95a5955fa04c54ba97e
4875,Java开发工程师,0.7-1.5万/月,武汉智能装备工业技术研究院有限公司,武汉-东西湖区,3-4年经验,本科,"五险一金,绩效奖金,年终奖金,交通补贴,餐饮补贴,通讯补贴",国企,少于50人,机械/设备/重工,5dc8f95b5955fa04c54ba97f
4876,Java软件工程师,1.2-2万/月,重庆厚亚宏略企业管理顾问有限公司,重庆,3-4年经验,大专,"绩效奖金,五险,节假日休息,交通补贴,员工旅游,做五休二,节日福利",民营公司,少于50人,专业服务(咨询、人力资源、财会),5dc8f95d5955fa04c54ba980
4877,Java（Enovia）软件工程师,1-1.5万/月,成都运达科技股份有限公司,成都,3-4年经验,本科,"通讯补贴,交通补贴,免费早午餐",上市公司,500-1000人,计算机软件,5dc8f95e5955fa04c54ba981
4878,Java开发工程师,1.6-2万/月,上海捷展科技有限公司,上海-青浦区,3-4年经验,大专,"五险一金,年终奖金,绩效奖金,餐饮补贴,项目分红,节假日福利,团建旅游,管理扁平,工作氛围好,晋升快",民营公司,少于50人,计算机软件,5dc8f95f5955fa04c54ba982
4879,Java软件工程师,1-1.5万/月,重庆斯铂电气自动化设备有限公司,重庆-渝北区,3-4年经验,大专,,民营公司,150-500人,电气/电力/水利,5dc8f9605955fa04c54ba983
4880,Java开发工程师,0.8-2万/月,河南省童星学院教育科技有限公司,深圳-福田区,2年经验,大专,,民营公司,50-150人,计算机软件,5dc8f9615955fa04c54ba984
4881,JAVA架构师,2-5万/月,上海新高盈能源科技股份有限公司,北京-丰台区,5-7年经验,本科,五险一金,合资,50-150人,金融/投资/证券,5dc8f9625955fa04c54ba985
4882,java开发项目经理,1-1.5万/月,上海企通软件有限公司,上海,5-7年经验,大专,"五险一金,员工旅游,交通补贴,通讯补贴,专业培训,出国机会,弹性工作,绩效奖金,年终奖金",民营公司,50-150人,计算机软件,5dc8f9635955fa04c54ba986
4883,高级JAVA软件开发工程师,0.7-1万/月,武汉智教云物联科技有限公司,武汉-洪山区,5-7年经验,大专,,民营公司,少于50人,计算机软件,5dc8f9655955fa04c54ba987
4884,JAVA开发工程师（校招） (职位编号：001076),8-9万/年,广州广之旅国际旅行社股份有限公司,广州-白云区,无工作经验,本科,"五险一金,免费班车,员工旅游,餐饮补贴,专业培训,定期体检,绩效奖金,年终奖金",国企,1000-5000人,酒店/旅游,5dc8f9675955fa04c54ba988
4885,Java开发工程师,0.6-1.1万/月,牧星机器人（江苏）有限公司,南京-浦口区,1年经验,本科,"五险一金,免费班车,专业培训,补充医疗保险,员工旅游,年终奖金,全额公积金",民营公司,150-500人,仪器仪表/工业自动化,5dc8f9685955fa04c54ba989
4886,Java中级开发工程师,1-1.5万/月,四川启程科技发展有限公司,成都,无工作经验,大专,,民营公司,50-150人,计算机软件,5dc8f9695955fa04c54ba98a
4887,Java高级开发工程师,1.5-2万/月,安徽七天教育科技有限公司,合肥-新站区,8-9年经验,大专,"期权激励,节日礼品,员工旅游,专业培训,绩效奖金,弹性工作,年终奖金,股票期权",民营公司,1000-5000人,互联网/电子商务,5dc8f96a5955fa04c54ba98b
4888,Java开发工程师,1-1.8万/月,中车信息技术有限公司,北京,2年经验,本科,"五险一金,弹性工作,交通补贴,年终奖金,餐饮补贴,通讯补贴,定期体检,绩效奖金,员工旅游",国企,150-500人,计算机软件,5dc8f96c5955fa04c54ba98c
4889,JAVA开发工程师（金融方向）,1-1.5万/月,上海亚太神通计算机有限公司,上海-浦东新区,3-4年经验,本科,,民营公司,50-150人,计算机软件,5dc8f96d5955fa04c54ba98d
4890,Java开发工程师,0.6-1万/月,湖南艾盟科技有限公司,长沙,3-4年经验,大专,,民营公司,少于50人,计算机服务(系统、数据服务、维修),5dc8f96e5955fa04c54ba98e
4891,Java前端开发经理,1-1.5万/月,广州天懋信息系统股份有限公司,广州-天河区,5-7年经验,本科,"五险一金,员工旅游,专业培训,绩效奖金,弹性工作,定期体检",上市公司,50-150人,计算机软件,5dc8f96f5955fa04c54ba98f
4892,Java高级开发工程师,1.5-3万/月,江苏�腙仔畔⒖萍加邢薰�司,南京-鼓楼区,5-7年经验,大专,"五险一金,专业培训,定期体检,周末双休,绩效奖金,提供早、中餐",民营公司,50-150人,计算机软件,5dc8f96f5955fa04c54ba990
4893,高级JAVA开发工程师 (职位编号：cndi002051),30-40万/年,中国南山开发（集团）股份有限公司,深圳-南山区,无工作经验,本科,"五险一金,补充医疗保险,员工旅游,餐饮补贴,通讯补贴,年终奖金,定期体检,交通补贴,专业培训",国企,500-1000人,多元化业务集团公司,5dc8f9715955fa04c54ba991
4894,Java开发工程师,1.3-2万/月,广州幸福世纪科技有限公司,广州-天河区,5-7年经验,大专,,民营公司,500-1000人,快速消费品(食品、饮料、化妆品),5dc8f9725955fa04c54ba992
4895,Java开发工程师,1.2-2万/月,易博国际旅行社（北京）有限公司,北京-朝阳区,3-4年经验,招2人,"带薪年假,五险一金,节日福利,年终奖金,周末双休",民营公司,50-150人,酒店/旅游,5dc8f9735955fa04c54ba993
4896,资深Java开发工程师,15-20万/年,上海柏楚电子科技股份有限公司,上海-闵行区,3-4年经验,招2人,,民营公司,150-500人,电子技术/半导体/集成电路,5dc8f9745955fa04c54ba994
4897,Java开发工程师,1.5-2万/月,易德网络信息（广州）有限公司,广州-白云区,5-7年经验,大专,"绩效奖金,餐饮补贴",民营公司,500-1000人,计算机软件,5dc8f9755955fa04c54ba995
4898,Java EE/Micro Service,0.6-2万/月,日立意必锐科技（成都）有限责任公司,成都-高新区,1年经验,本科,"周末双休,五险一金,带薪年假,餐饮补贴,出国机会,健康福利,员工旅游",外资（非欧美）,50-150人,计算机软件,5dc8f9765955fa04c54ba996
4899,Java后台开发工程师,0.8-1.5万/月,上海智慈医疗科技有限公司,上海-浦东新区,3-4年经验,大专,"做五休二,包吃,包住宿,免费班车,带薪年假,五险一金",民营公司,少于50人,医疗设备/器械,5dc8f9775955fa04c54ba997
4900,Java高级开发工程师,1-2万/月,广州数梦未来科技有限公司,广州-天河区,2年经验,本科,"五险一金,专业培训,绩效奖金,年终奖金",民营公司,少于50人,计算机服务(系统、数据服务、维修),5dc8f9795955fa04c54ba998
4901,Java高级开发工程师,1-1.4万/月,爱立信信息技术服务（中国）有限公司,广州,3-4年经验,本科,"专业培训,丰富集体活动,五险一金,绩效奖金,弹性工作,定期体检,通讯补贴",外资（欧美）,150-500人,通信/电信运营、增值服务,5dc8f97a5955fa04c54ba999
4902,Java开发工程师（沃音乐）,1.5-2万/月,广东联通通信建设有限公司,广州-天河区,2年经验,本科,"五险一金,通讯补贴,定期体检,绩效奖金,年终奖金,交通补贴,餐饮补贴",国企,50-150人,通信/电信/网络设备,5dc8f97b5955fa04c54ba99a
4903,Java电力系统高级研发人员,2-4万/月,广州东方电科自动化有限公司,广州-黄埔区,3-4年经验,本科,,民营公司,,仪器仪表/工业自动化,5dc8f97c5955fa04c54ba99b
4904,Java开发,1.3-2.5万/月,易安财产保险股份有限公司,北京-海淀区,无工作经验,本科,"五险一金,员工旅游,年终奖金,绩效奖金,定期体检",民营公司,150-500人,保险,5dc8f97d5955fa04c54ba99c
4905,Java开发实习生,150元/天,中和农信项目管理有限公司,长沙-岳麓区,无工作经验,本科,"五险一金,专业培训,年终奖金,带薪年假,节日福利,体检,定期体检,餐饮补贴,补充医疗保险",合资,1000-5000人,金融/投资/证券,5dc8f97f5955fa04c54ba99d
4906,Java 开发工程师,1.2-1.7万/月,上海网达软件股份有限公司,上海-浦东新区,3-4年经验,本科,"五险一金,年终奖金,弹性工作,专业培训",上市公司,1000-5000人,计算机软件,5dc8f9805955fa04c54ba99e
4907,Java开发工程师,1-2万/月,杭州紫钺科技有限公司,杭州-江干区,3-4年经验,本科,"五险一金,员工旅游,绩效奖金,年终奖金,股票期权,通讯补贴",民营公司,50-150人,计算机软件,5dc8f9815955fa04c54ba99f
4908,Java开发工程师,6-8千/月,北京康拓红外技术股份有限公司,广州-海珠区,1年经验,本科,"五险一金,补充医疗保险,免费班车,餐饮补贴,年终奖金,定期体检,通讯补贴",国企,150-500人,仪器仪表/工业自动化,5dc8f9825955fa04c54ba9a0
4909,Java开发工程师,1.5-2万/月,上海海鼎信息工程股份有限公司,上海-静安区,3-4年经验,本科,,民营公司,500-1000人,计算机软件,5dc8f9845955fa04c54ba9a1
4910,高级JAVA工程师,1-2万/月,北京金之盾信息技术有限公司,南京-建邺区,3-4年经验,本科,"绩效奖金,年终奖金,定期体检,餐饮补贴,五险一金,通讯补贴",民营公司,50-150人,计算机软件,5dc8f9855955fa04c54ba9a2
4911,JAVA软件开发,0.9-1.8万/月,上海汉得信息技术股份有限公司,成都,无工作经验,招5人,"五险一金,餐饮补贴,弹性工作,定期体检,通讯补贴,补充医疗保险,补充公积金,股票期权,年终奖金",上市公司,10000人以上,计算机软件,5dc8f9865955fa04c54ba9a3
4912,国企招聘研发工程师（JAVA开发）,0.8-1.5万/月,山东通维信息工程有限公司,济南-高新区,1年经验,本科,"五险一金,补充医疗保险,员工旅游,专业培训,通讯补贴,餐饮补贴,交通补贴,绩效奖金,年终奖金,定期体检",国企,150-500人,交通/运输/物流,5dc8f9875955fa04c54ba9a4
4913,Java开发工程师,1-1.5万/月,杭州绿城信息技术有限公司,杭州-西湖区,2年经验,本科,"五险一金,交通补贴,年终奖金,绩效奖金,定期体检,通讯补贴,餐饮补贴,弹性工作,周末双休,电脑补贴",民营公司,50-150人,通信/电信运营、增值服务,5dc8f98b5955fa04c54ba9a5
4914,Java高级工程师,2-2.5万/月,集需购网络科技（深圳）有限公司,深圳-宝安区,5-7年经验,大专,"五险一金,年终奖金",民营公司,少于50人,互联网/电子商务,5dc8f98c5955fa04c54ba9a6
4915,Java开发经理,2-3.5万/月,数码辰星科技发展（北京）有限公司,广州,5-7年经验,本科,"五险一金,员工旅游,绩效奖金,年终奖金,定期体检,专业培训,节日福利,生日福利",外资（非欧美）,150-500人,计算机软件,5dc8f98d5955fa04c54ba9a7
4916,高级Java开发工程师,1.2-1.8万/月,上海京颐科技股份有限公司,上海,3-4年经验,本科,"五险一金,餐饮补贴,通讯补贴,定期体检,节日福利,专业培训,绩效奖金",合资,1000-5000人,计算机服务(系统、数据服务、维修),5dc8f98e5955fa04c54ba9a8
4917,Java开发工程师（应届）,0.7-1.2万/月,永中软件股份有限公司,无锡,无工作经验,本科,"五险一金,带薪年假,交通补贴,餐饮补贴,通讯补贴,定期体检,周末双休",民营公司,150-500人,计算机软件,5dc8f9905955fa04c54ba9a9
4918,JAVA软件工程师,1-1.5万/月,广州市南方人力资源评价中心有限公司,广州-番禺区,无工作经验,招若干人,"五险一金,补充医疗保险,免费班车,定期体检,带薪年假,周末双休",国企,150-500人,政府/公共事业,5dc8f9915955fa04c54ba9aa
4919,中级研发工程师/ JAVA开发工程师,1.2-1.8万/月,易谷网络科技股份有限公司,北京-西城区,无工作经验,本科,"五险一金,通讯补贴,年终奖金,交通补贴,餐饮补贴,定期体检,每年调薪,节日福利,上升空间,15薪/年",民营公司,150-500人,计算机软件,5dc8f9925955fa04c54ba9ab
4920,Java开发工程师,1.2-2.5万/月,深圳市互联工场科技有限公司,深圳-南山区,3-4年经验,本科,"周末双休,带薪年假,五险一金,全勤奖,节日福利,员工旅游,专业培训,年终奖金,定期体检",民营公司,150-500人,互联网/电子商务,5dc8f9935955fa04c54ba9ac
4921,Java高级开发工程师,1.5-2.5万/月,十二度精密技术（广州）有限公司,广州-海珠区,3-4年经验,大专,"五险一金,周末双休,员工旅游,绩效奖金,专业培训",民营公司,少于50人,互联网/电子商务,5dc8f9945955fa04c54ba9ad
4922,Java开发工程师,0.5-1万/月,广州飞锐机器人科技有限公司,广州-黄埔区,2年经验,大专,"五险一金,补充医疗保险,员工旅游,绩效奖金,定期体检,年终奖金,出差补贴,包中餐",民营公司,少于50人,计算机软件,5dc8f9965955fa04c54ba9ae
4923,Java开发工程师,0.8-1.5万/月,湖南北斗微芯产业发展有限公司,长沙-岳麓区,无工作经验,招2人,"五险一金,周末双休,带薪年假,绩效奖金,餐饮补贴,通讯补贴,专业培训",民营公司,50-150人,计算机软件,5dc8f9975955fa04c54ba9af
4924,Java中级开发工程师,6-8千/月,山东隆众信息技术有限公司,淄博,3-4年经验,大专,"五险一金,补充公积金,员工旅游,专业培训,绩效奖金,年终奖金,双休",民营公司,500-1000人,石油/化工/矿产/地质,5dc8f9985955fa04c54ba9b0
4925,java软件工程师,6-8千/月,广州至元信息科技有限公司,广州,1年经验,大专,,民营公司,50-150人,计算机软件,5dc8f9995955fa04c54ba9b1
4926,中级Java软件开发工程师（南京）,1-2万/月,上海捷奥软件股份有限公司,南京-建邺区,3-4年经验,本科,"做五休二,带薪年假,五险一金,餐饮补贴,晋升空间,项目奖金,定期体检,节日福利,竞争薪酬,出差补贴",民营公司,50-150人,计算机软件,5dc8f99a5955fa04c54ba9b2
4927,Java高级开发工程师,1.5-2万/月,蓝舰信息科技南京有限公司,南京-雨花台区,3-4年经验,本科,"五险一金,餐饮补贴,绩效奖金,周末双休",民营公司,50-150人,计算机服务(系统、数据服务、维修),5dc8f99b5955fa04c54ba9b3
4928,Java高级开发工程师,1.5-2万/月,广州皇瑞科技股份有限公司,广州-天河区,3-4年经验,大专,"带薪年假,全勤奖,节日福利,五险一金,绩效奖金,通讯补贴,员工旅游,年终奖金",民营公司,150-500人,美容/保健,5dc8f99d5955fa04c54ba9b4
4929,Java开发工程师（实习生),4-8千/月,博瑞凯德信息技术有限公司,苏州-工业园区,无工作经验,本科,"五险一金,员工旅游,餐饮补贴,年终奖金,绩效奖金,定期体检",民营公司,少于50人,计算机软件,5dc8f99e5955fa04c54ba9b5
4930,Java中级开发工程师,0.6-1.2万/月,云南南天电子信息产业股份有限公司成都分公司,成都-高新区,3-4年经验,本科,"五险一金,员工旅游,通讯补贴,定期体检,年终奖金,弹性工作",上市公司,1000-5000人,银行,5dc8f99f5955fa04c54ba9b6
4931,Java开发工程师,0.6-1.2万/月,上海永乾科技工程有限公司,上海-闵行区,无工作经验,大专,"五险一金,员工旅游,交通补贴,餐饮补贴,通讯补贴,绩效奖金,定期体检,弹性工作,年终奖金",合资,少于50人,计算机软件,5dc8f9a05955fa04c54ba9b7
